text,label,notes
"Germany is gonna go through three teams that can't finish their chances. Good for them to pass, but not necessarily the best preparation for the KOs.",hot_take,
The lack of natural wide players outside of Sane really hurts Germany in games like this but they also lack players who are willing to stretch play with runs in behind.,analysis,
"There was a time when I wouldn't have been able to enjoy a win like this, because it would've felt ""too undeserved"" or whatever. But this game wasn't like that, it was like an open brawl, and I'm really happy that Germany really got in the groove, accepted the physical intensity of the Ivorians and went with it, and got a scrappy win as a reward. Not a technical marvel of a game, but a hard fought win that required resilience and belief.",hot_take,
"Ivory Coast were more hungry than Germany I gotta give that too them, especially some of the tackles Ivory initiated were pretty good though some looked like a foul. Germany in the defence was so laid-back, their midfield and forwards did their job of covering up the defence.",analysis,
"Their counter-attacks and physical pressing were absolutely no joke. Even though it felt like they kinda got tired in the end. It was a scrappy win for sure, but I'd rather the German team gets tested like this early on in the tournament.",hot_take,
Germany really got lucky here. If they play timid like today they won't go far. They need to be a bit more aggressive and not lose balls this often.,hot_take,
"Ivory Coast looked more aggressive and quicker in any 1on1 for most of the time. After the 3 subs for Germany, things turned. Germany got more aggressive while Ivory Coast also looked gassed. They also defended differently compared to their Ecuador game which fucked with Germanys game plan. I would also say that Musiala was the wrong player for this kind of opponent today.",analysis,EDGE: selection opinion but tied to a concrete matchup read (subs turning point) -> analysis.
"""Countless oputiunites"" huh... we really didnt watch the same match because their opportunities could easily be counted at two mayyyybe three..",hot_take,
"They had a lot of counters especially in the 2nd half. Opportunities (at least for me) isn't always big chances. It's more being able to be threatening in the opposition box. They had great counters, Diallo's technical abilities allowed them to go forward often.",analysis,
"This game just exposed the Swedish teams true skill level. In the friendly vs Norway before the WC they were horrible. Lost 3-1, could easily been 7-1.",hot_take,
"Sweden seems kind of naive in the way they play.

Their offensive power looks good on paper, but it's way too easy for halfway decent teams to score against them.",hot_take,
Terrible. Absolute shit. I knew our defense was bad but this is another level. Before match I thought NL would win with 1 or 2 goals but 5-1 is just too bad.,hot_take,
"Felt like it was a closer game than the score would imply, although when you think about it, the Netherlands perfectly exploited Sweden’s two low quality defenders (Lagerbielke and Hien). The goals were not ”fluky” at all, and the win with the final score seems quite fair given that Sweden does not have better defenders than that",analysis,
"Sweden qualified for this tournament in a typical Scandinavian fashion, lose the qualifiers and then get rewarded with a spot by UEFA",hot_take,
"I really don't understand Potter's tactics in this match, they defended really narrowly and put next to no pressure on the ball, just allowing Holland to cross and come in from the flanks the whole time.  

Then it seems like they switched something around after the first water break, did a lot better than switched back after half time and conceded again. Weird.",analysis,
"This. We played well against Japan. It ended in a draw because of a tactical error by the manager, as well as a superbly motivated Japanese team.

People seem to forget that Japan beat both Germany and Spain in 2022. They’re a highly respectable side.",hot_take,
"After the draw with Japan, the Netherlands has made amends today, a result that makes them a serious contender for the cup.",hot_take,
"Defense was shit, 3 similar goals in a row and a goalie ""error"". Sweden would be decent if we just had our defence from olden days.",hot_take,
"I can’t lie, I was kind of happy to not face Poland again. Sweden is so bad, it just happened that hey were incredible in their playoff match against you.",hot_take,
"Bringing xG in discussion as a Swede is a bit weird, considering you scored 5 with 1.34 against Tunisia. The Dutch had 2.47 against you.",hot_take,
Don't think that's potter just cbs being kinda bad for Sweden and no communication between them. Felt like potter did best he could and it's mostly on back 3 plus goalie this one. We struggled in buildup so Isak whent deeper and suddenly we had a chance,analysis,
"Sweden beat both Poland and Ukraine on their way to the World Cup. Also created a shit ton of chances tonight, both teams had abysmal defending but the gk made the biggest difference",hot_take,
I don't see Sweden successfully breaking down their mid-block. All Japan has to do is neutralize your strikers.,hot_take,
"It felt like Sweden competed pretty well to me as well, but then I realized that the Netherlands actually defended pretty well imo, most chances Sweden had the Dutch defenders closed the passing lanes and pushed the attackers into positions where they had a low chance to score.",analysis,
The score line doesn’t reflect the game at all. Everything went the Dutch way and we need to learn to not have 40 meters between the back line and the midfield if we are playing a 3-5-2.,analysis,
"We have played a back 3/5 that haven’t been close to feel balanced, either too low or too high and and a general mess. Switched to a back four during the ad break and kept it but sort of fell back into it during pressure. 

Thought it occasionally looked decent with the four which is all you can hope for when doing that kind of adjustment mid-game.",analysis,
Impressed by Brobbey hold up play. Granted its Sweden's defence but did well involving the midfielders and wingers.,analysis,
"Like most European managers, Koeman underestimated the sheer grit of Japan and paid the price. There’s a reason why Japan are always crowd favourites - despite being physically outmatched, they will eat the grass before giving up.

It’s a classic mistake many managers have made. Koeman would never park the bus that early against Spain or France.",hot_take,
"I’m gonna be honest. Initially I expected it to be 5 goals, but after our friendlies and your win against Tunisia I was less sure of it.

After Japan and seeing that Tunisia immediately sacked their manager I was a lot more sure of a win.",hot_take,
"Your problem is going to be getting the ball to your strikers, not the strikers themselves.

Japan is incredibly disciplined and tactically fluid, aimed at neutralizing their opponents danger areas. They'll cut off passing lanes forwards and isolate Isak and Gyokeres.",analysis,
"Not a technical player at all, but Dumfries delivers a 100% effort every match for club and country.",hot_take,
It's been looking like this long before this match too. The no pressure on the ball is driving me insane. We can't defend and we make it so much worse by letting world class players play with zero pressure.,hot_take,
"You should have seen Sweden before he took over. A Danish bloke had this team completely implode. The players have expressed immense gratitude towards Potter for turning things around, getting them going in the right direction, knowing what to do and say, etc. The fact that we are even here is an insane achievement by Potter in such a short time. Mark my words, barring unlucky injuries, Sweden in Euros 2028 will be dangerous.",hot_take,
if you swap the goalies only the game is probably 3-2 atleast if they learn to defend low cross but yea we didn't but xG and shots says it was alot closer then this. Most of their chances ended in goals,analysis,
"Honestly, the USA dragging teams into playing CONCACAF soccer when they have the lead is a pretty damn good idea",hot_take,
"I know people are saying it was a more competitive second half - sure, but we were in game management mode after 60 mins and at no point did I see a single shot from the Aussies that looked super dangerous tbh. So all in all I think we won convincingly",hot_take,
"Got to watch the full match after recording it as I couldn't watch it in the afternoon.

It was going to be impossible for the US to match the performance against Paraguay but I don't know how you can come away from today without being impressed. That was a damn solid 1sr half. No Pulisic. McKennie was brilliant. Tillman did one hell of a job creating the free kick with his physicality that led to Freeman's goal. Dest had sequences where he created with some magic.

The 2nd half wasn't anything to write home about. Australia played with good physicality and their best chance was probably the corner where Richards went down. Balogun getting chased down on his chance in the 51st minute or so was probably the best of the bunch for the US. The reality is, you look at other matches where there's an even greater chasm of talent and Brazil ""only"" beat Haiti, 3-0. 

With Turkey's loss to Paraguay, winning Group D with only two matches played is unbelievably impressive.",analysis,
"Congrats USA! I didnt watch the first game so didnt know what to expect. Your boys are fast and athletic with good positioning.

Australia I love you but midfield needs sorting imo. I feel that no one can control the ball/game.  The panic was definitely felt after the first goal but even then, there is still so much time to level. 

On to Paraguay. Hope Australia wins 💪",analysis,
"Incredibly frustrating game. We were definitely the worse team and deserved to lose but felt like we handicapped ourselves for no reason by not playing any of our biggest threats on the counter. 

We had no way to release pressure in the first half, and when we put on the team that should’ve started, the game was already gone.

Hats off to the US, they played very well, but I can’t help but feel frustrated that we never really got to see our best lineup play at parity.",analysis,
The offside goal? Dude he was clearly onside. And both sides were throwing their bodies around a litttttttttle too much. Both parties got away with fouls early and got called for the same ones late.,hot_take,
"Dest, Tillman, and Robinson were unplayable in the first half, saying both teams had one shot on target is a gross misrepresentation. The own goal doesn't count as a shot on target but it was a high xg chance if balo puts a boot on it. 

You deserved a goal in the second half but the overall result is fair.

I agree that Aus made the USA look average in the second half. Both teams had moments.",analysis,
"Start by saying we (Aus) did not deserve to win.

I will say though, I do not think the US played as well as people are saying. Do keep in mind, both teams went into half time with 1 shot on target each. Though US had a lot of the ball, they really weren't creating much, which was the same when we played Turkiye.

People can over-inflate one team looking better if the other is set-up more defensively like that.

I am baffled that we didn't get a penalty for the handball that occurred when a defender was pushing a jumping Irankunda, but I dont see the accidental trip on Metcalfe as a penalty so not mad at that.

Just overall disappointing first half with a better second half, still not sure why Metcalfe and Irankunda didn't start.",analysis,
"It’s weird because anything beyond the R16 seems like it would take a miracle, but anything less would feel like a monumental failure.",hot_take,
"IFAB rules clarifying natural positioning, proximity and ball-to-hand will explain the non-call. Pretty cut and dry when it was waved away INSTANTLY on field and also checked by var. 

Low shots on goal but AUS xG of .44 to U.S.A. 1.3 which shows the USA was more efficient, certainly not dominant by any means even with 70% possession in the first half which is what a lot of people will point to as “dominant”. 

Odd team selection for sure.",analysis,
"Thanks, mate.  Your point is an excellent one in that we can’t control the game because of our technical deficiencies, but unfortunately that’s a cultural problem with how we play the game and develop our youth.  We’ll give it a crack though.",hot_take,
"Just way too negative from the start and we were never able to get into the game. If your players can't see a genuine outlet for goal-scoring opportunities, its only a matter of time before you concede.

Hopefully we go through after playing Paraguay and Popovic actually gives his team a chance.",hot_take,
"There is no natural body movement that justifies the arms being outstretched away from the body like that. Pushing an opponent is not a justifiable natural movement.

""By having their arm in such a position, the player takes the risk of their arm being hit by the ball and being penalised"".

One can recognise that this was a clear as day handball without needing to believe that the result of the match would have been different if it was given. I can't comprehend the reaching people are doing to justify it. If he jumps for the ball and the arms go out to the side a bit, that's natural. What we saw was unequivocally not a natural position as he did not need to be pushing his opponent to contest that ball.",analysis,
"""touches the ball with their hand/arm when it is in a position that makes their body unnaturally bigger and that position is not the result of their body moving fairly as part of play""

I mean my argument is the way he is pushing the player is not their body moving fairly as part of play, there is a solid amount of outstretch there.",hot_take,
"The US look like the best of the rest (sorta) but miles off the best in the world. They looked pretty bad in the second half and their defense is highly questionable. Very curious what happens when they come up against a team with attacking intent.

I do love that their first thought is to be brave and attack, so many teams in these tournaments just sit back and it's frustrating - and that's exactly what Australia did. They sort of figured it out by the end but it was too late.

I know America is 'murica and people love to meme the whole ""wtf is a kilometre"" thing, I get it, and have fun. But some takes in here are fucking unbelievable. Give your head a shake. 

Can see them easily getting to the Round of 16 and then being hastily eliminated, but if the draw is kind, R8 is possible. I do think their elimination will be explosive though.",hot_take,
"Agreed. Turkey will be an interesting test, but as soon as we come up against a real team (Germany, England, France, etc.) we are in trouble. Of course, weird shit happens all the time..",hot_take,
"&gt;but I dont see the accidental trip on Metcalfe as a penalty so not mad at that.

For me that was clear penalty. 

The Aussie player was in front of the US player, who steps on his achilles

Doesn't really matter if it was accidental, it's still a clear foul in the box

You can compare it with the penalty against Modric where his foul was also accidental",analysis,
"Holy shit, if you think Curacao came here to park the bus you *clearly* haven't watched a minute of their two games so far. God what an ignorant take. They've been attacking every chance they get, and not even through hoofball but with proper high-energy play over the ground.

I get the general sentiment about small-time teams clogging up the roster but this is doing Curacao a great disrespect, they have guts and deserved that point last night. They probably wouldn't have gotten it if Ecuador wasn't so shit at finishing, but these guys played to win. And they could've, because they too missed a few sitters.",analysis,
"Good defence but they are lacking up top, there's a lot of hope for this team in Ecuador because of Caicedo, hincapié and Pacho but there's big gaps. 

I feel like the team has been pretty overrated because of their qualifying performance, and I want Ecuador to do well. The good thing is there's a lot of young talent in Ecuador so the future is bright but this team isn't it.",analysis,
Yea diomande was too much for him. Kimmich is an insane workhorse but he lacks defensive abilities. But the truth is otherwise we would have to bench either Nmecha or Pavlovic + putting someone better on right back which we just don't have.,analysis,
"Adingra should've definitely hit it first time, but his touch truly really bad. He may have gotten a shot off even if he took a touch, but not with the how bad that touch was.

I think because of the angle of the camera, it doesn't capture that Adingra's touch essentially ran back into the German defender.",analysis,
"He is not the profile spain needs against low blocks, spain struggles against low blocks because of their striker profiles 

He had 0 touches against cape verde for first 30 mins didnt he?",analysis,
"Holland scored the same exact goal on Sweden 4 times because Swedish defense was completely shit. 

Iran actually played defensively.

Also those stats are meaningless my dude. Iran would have won this match if their scorer was just a bit more disciplined during their disallowed goal.",analysis,EDGE: dismisses stats as meaningless yet gives comparative defensive reasoning -> analysis.
"Good Point, the man marking and the relentless pressing took the wind out of our sails. They got lucky with the ref too. A uefa ref might have called back more of the robust play style. There were no glaring mistakes, but I watched the Japan game later that night and the refereeing difference was pretty obvious. Ivory coast payed the price for the intensity at the end. They were pretty gassed and we had the better subs.",analysis,
The problem is. He did not only park the bus but also took all speed and counterattacking ability out of the attack by subbing if Malen and Summervile for Depay and Koopmeiners. That is stupid regardless of the opponent. It would have been stupid if we played samoa,analysis,
"the last coach picked a good route at an unfortunate timing, he saw the writing on the wall, and decided to purge everyone for the young generation, good strategy if you have time to prepare, very bad when you're few months away from the greatest tournament ever! not only he traumatized the kids, hurt the rep of the club, hurt their budget, etc his strategy didn't work, backfired, as a Tunisian, this is heartbreaking!",analysis,
"Brazil's last two encounters with the Netherlands ended with Dutch wins. It's amusing to say NL/JPN are unlucky when that's the only really relevant recent h2h. Brazil isn't the Brazil of the '90s/early '00s anymore, and while Morocco is strong, there's still some questions about where they stand exactly at this point. They did struggle quite a bit with Scotland.",analysis,
"He decided to only put two players, he should've put at least three, he trusted too much in himself when he's literally a shitty ex-keeper who shouldn't be anywhere near the national team. And on the second goal, you agree with me, I don't care how stupid the defender's pass was, he shouldn't be where he was.",analysis,
"Our midfield has historically been a weakness (we struggle to keep the ball against many teams in Asia that can't even qualify) and to be fair the Turkey result was a big surprise to me. The only thing I can think of was that Turkey were happy to let us try and build from the back after losing possession which hid our deficiencies somewhat, but USA rarely let us keep the ball with their aggressive press.  

There's a reason why we play a low block and go for counters; we can't play through the midfield unless the other team lets us",analysis,
"It just sucks that he's an old man now because he's so calm on the ball and an excellent distributor. Rarely makes mistakes making passes and initiating plays out of the back.

Just wish he had an extra step or two but time is undefeated.",analysis,
